,NAME,GRADE,AGE,SKILL,STARCOLL,NUMOFF,POS,HEIGHT_IN,WEIGHT_LBS,COLLDIST_MI,NILVAL_LONG_USD,INSTA_LONG,TWIT_LONG,TIK_LONG,TOT_FOL,SPORT,RECRUIT_YEAR,EXP_MONTHS,EXP_YEARS,institution_name_short,ClassificationCode,REV_MEN,EXP_MEN
2404,Caleb Lomu,2.0,18.282809611829943,94.03,Utah,24.0,10.0,77.5,260.0,512.0,101000.0,2222.0,1900.0,322.0,2222.0,football,2023.0,2.0,0.1726027397260274,Utah,1.0,66755247.0,33743482.0
2406,CJ Blocker,2.0,18.282809611829943,91.68,Utah,21.0,7.0,70.5,160.0,1189.0,73000.0,1900.0,1900.0,0.0,1900.0,football,2023.0,2.0,0.1726027397260274,Utah,1.0,66755247.0,33743482.0
2430,Omar Graham Jr.,1.0,19.0,87.53,Utah,25.0,8.0,72.0,219.0,389.0,110000.0,15000.0,5100.0,9900.0,15000.0,football,2022.0,14.0,1.1726027397260275,Utah,1.0,66755247.0,33743482.0
2434,Maurice Clipper Jr.,1.0,19.0,86.63,Utah,18.0,10.0,76.0,305.0,128.0,127000.0,1700.0,1700.0,0.0,1700.0,football,2022.0,14.0,1.1726027397260275,Utah,1.0,66755247.0,33743482.0
2452,Cole Bishop,6.0,20.272727272727273,86.23,Utah,17.0,4.0,75.0,200.0,1584.0,134000.0,2418.0,2200.0,218.0,2418.0,football,2021.0,26.0,2.1726027397260275,Utah,1.0,66755247.0,33743482.0
2476,Cordale Russell,2.0,18.282809611829943,94.7,TCU,19.0,3.0,74.0,203.0,41.0,128000.0,1805.0,105.0,1700.0,1805.0,football,2023.0,2.0,0.1726027397260274,TCU,1.0,71767270.0,60621238.0
2477,Markis Deal,2.0,18.0,93.47,TCU,25.0,5.0,76.0,285.0,43.0,97000.0,3375.0,3100.0,275.0,3375.0,football,2023.0,2.0,0.1726027397260274,TCU,1.0,71767270.0,60621238.0
2478,Randon Fontenette,2.0,18.282809611829943,91.72,TCU,9.0,4.0,73.5,189.0,286.0,70000.0,1200.0,1200.0,0.0,1200.0,football,2023.0,2.0,0.1726027397260274,TCU,1.0,71767270.0,60621238.0
2523,Ty Hawkins,0.0,16.0,91.95,TCU,13.0,1.0,72.0,195.0,238.0,127000.0,1700.0,1700.0,0.0,1700.0,football,2025.0,0.0,0.0,TCU,1.0,71767270.0,60621238.0
2527,Gekyle Baker,0.0,17.0,93.17,TCU,14.0,3.0,74.0,170.0,106.0,98000.0,851.0,851.0,0.0,851.0,football,2024.0,0.0,0.0,TCU,1.0,71767270.0,60621238.0
2528,Hauss Hejny,0.0,17.0,91.07,TCU,16.0,1.0,71.0,185.0,0.0,109000.0,5200.0,2500.0,2700.0,5200.0,football,2024.0,0.0,0.0,TCU,1.0,71767270.0,60621238.0
2544,John Walker,2.0,19.0,94.2,UCF,25.0,5.0,75.0,300.0,17.0,117000.0,4635.0,4500.0,135.0,4635.0,football,2023.0,2.0,0.1726027397260274,UCF,1.0,30646197.0,20864907.0
2545,Isaiah Nixon,2.0,18.282809611829943,91.04,UCF,22.0,2.0,76.0,210.0,94.0,64000.0,2500.0,2500.0,0.0,2500.0,football,2023.0,2.0,0.1726027397260274,UCF,1.0,30646197.0,20864907.0
2546,Andrew Harris,2.0,19.0,90.79,UCF,25.0,8.0,72.5,195.0,8.0,61000.0,1600.0,1600.0,0.0,1600.0,football,2023.0,2.0,0.1726027397260274,UCF,1.0,30646197.0,20864907.0
2568,Emmett Johnson,1.0,19.0,84.55,UCF,25.0,9.0,72.0,185.0,338.0,93000.0,4600.0,4600.0,0.0,4600.0,football,2022.0,14.0,1.1726027397260275,UCF,1.0,30646197.0,20864907.0
2589,Javion Hilson,0.0,16.0,93.74,UCF,23.0,2.0,76.0,230.0,40.0,75000.0,762.0,762.0,0.0,762.0,football,2025.0,0.0,0.0,UCF,1.0,30646197.0,20864907.0
2595,Jaylen Heyward,0.0,17.0,93.18,UCF,25.0,4.0,70.5,175.0,42.0,117000.0,4000.0,4000.0,0.0,4000.0,football,2024.0,0.0,0.0,UCF,1.0,30646197.0,20864907.0
2597,Kylan Fox,0.0,17.0,90.53,UCF,25.0,11.0,76.5,201.5,393.0,68000.0,7900.0,2800.0,5100.0,7900.0,football,2024.0,0.0,0.0,UCF,1.0,30646197.0,20864907.0
2601,Stacy Gage,0.0,17.0,89.41,UCF,25.0,9.0,70.5,205.0,184.0,67000.0,33800.0,11800.0,22000.0,33800.0,football,2024.0,0.0,0.0,UCF,1.0,30646197.0,20864907.0
2620,Avery Johnson,2.0,18.0,94.11,Kansas State,22.0,1.0,74.0,173.0,104.0,310000.0,50600.0,13600.0,37000.0,50600.0,football,2023.0,2.0,0.1726027397260274,Kansas State,1.0,50528678.0,23426696.0
2689,Enow Etta,2.0,18.0,93.59,Michigan,25.0,5.0,76.5,220.0,972.0,120000.0,4900.0,4900.0,0.0,4900.0,football,2023.0,2.0,0.1726027397260274,Michigan,1.0,131403198.0,52408534.0
2690,Jyaire Hill,2.0,1.0,92.68,Michigan,21.0,7.0,73.0,170.0,224.0,113000.0,5100.0,3000.0,2100.0,5100.0,football,2023.0,2.0,0.1726027397260274,Michigan,1.0,131403198.0,52408534.0
2691,Cole Cabana,2.0,18.282809611829943,92.06,Michigan,19.0,9.0,71.0,175.0,6.0,121000.0,15500.0,7600.0,7900.0,15500.0,football,2023.0,2.0,0.1726027397260274,Michigan,1.0,131403198.0,52408534.0
2692,Karmello English,2.0,19.0,92.06,Michigan,13.0,3.0,71.0,174.0,678.0,101000.0,20300.0,4200.0,16100.000000000002,20300.0,football,2023.0,2.0,0.1726027397260274,Michigan,1.0,131403198.0,52408534.0
2693,Brandyn Hillman,2.0,18.282809611829943,91.98,Michigan,22.0,4.0,73.0,190.0,548.0,117000.0,3400.0,3400.0,0.0,3400.0,football,2023.0,2.0,0.1726027397260274,Michigan,1.0,131403198.0,52408534.0
2694,Evan Link,2.0,18.282809611829943,90.63,Michigan,21.0,6.0,77.5,290.0,420.0,69000.0,1200.0,1200.0,0.0,1200.0,football,2023.0,2.0,0.1726027397260274,Michigan,1.0,131403198.0,52408534.0
2695,Semaj Bridgeman,2.0,18.0,90.33,Michigan,25.0,8.0,73.0,235.0,480.0,68000.0,2814.0,2800.0,14.0,2814.0,football,2023.0,2.0,0.1726027397260274,Michigan,1.0,131403198.0,52408534.0
2713,Will Johnson,4.0,20.0,97.83,Michigan,25.0,7.0,75.0,190.0,48.0,292000.0,14600.0,12700.0,1900.0,14600.0,football,2022.0,14.0,1.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2714,Derrick Moore,4.0,20.0,96.65,Michigan,21.0,2.0,76.0,250.0,430.0,72000.0,5000.0,5000.0,0.0,5000.0,football,2022.0,14.0,1.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2715,Keon Sabb,4.0,21.0,94.7,Michigan,25.0,4.0,74.0,200.0,1030.0,80000.0,8900.0,6900.0,2000.0,8900.0,football,2022.0,14.0,1.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2716,Darrius Clemons,4.0,20.0,94.04,Michigan,25.0,3.0,75.0,205.0,1928.0,85000.0,19300.0,8300.0,11000.0,19300.0,football,2022.0,14.0,1.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2717,Zeke Berry,4.0,19.0,93.2,Michigan,16.0,4.0,72.0,184.0,2021.0,70000.0,2500.0,2500.0,0.0,2500.0,football,2022.0,14.0,1.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2719,Jimmy Rolder,4.0,19.0,92.35,Michigan,5.0,8.0,74.0,220.0,195.0,69000.0,2700.0,2700.0,0.0,2700.0,football,2022.0,14.0,1.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2720,Colston Loveland,4.0,19.0,90.5,Michigan,14.0,11.0,77.0,230.0,1560.0,80000.0,4984.0,4000.0,984.0,4984.0,football,2022.0,14.0,1.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2722,Kody Jones,4.0,19.0,90.38,Michigan,25.0,7.0,70.0,175.0,591.0,68000.0,3800.0,3800.0,0.0,3800.0,football,2022.0,14.0,1.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2726,Xavion Brice,1.0,20.0,88.47,Michigan,8.0,4.0,72.5,175.0,167.0,164000.0,2100.0,2100.0,0.0,2100.0,football,2022.0,14.0,1.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2735,Donovan Edwards,6.0,20.0,96.61,Michigan,1.0,9.0,72.0,202.0,31.0,188000.0,19100.0,19100.0,0.0,19100.0,football,2021.0,26.0,2.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2736,J.J. McCarthy,6.0,20.0,96.08,Michigan,25.0,1.0,75.0,197.0,209.0,1200000.0,60902.0,60000.0,902.0,60902.0,football,2021.0,26.0,2.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2737,Junior Colson,6.0,20.272727272727273,94.49,Michigan,25.0,8.0,74.0,228.0,460.0,198000.0,6993.0,6800.0,193.0,6993.0,football,2021.0,26.0,2.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2739,Rayshaun Benny,6.0,21.0,92.14,Michigan,25.0,5.0,77.0,292.0,37.0,62000.0,3700.0,3700.0,0.0,3700.0,football,2021.0,26.0,2.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2740,Raheem Anderson,6.0,20.0,91.06,Michigan,25.0,10.0,75.0,302.0,41.0,62000.0,8300.0,4900.0,3400.0,8300.0,football,2021.0,26.0,2.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2742,Jaydon Hood,6.0,20.0,90.55,Michigan,24.0,8.0,73.0,212.0,1135.0,67000.0,3500.0,3500.0,0.0,3500.0,football,2021.0,26.0,2.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2743,Cristian Dixon,6.0,21.0,90.53,Michigan,1.0,3.0,74.0,197.0,1927.0,71000.0,3900.0,3900.0,0.0,3900.0,football,2021.0,26.0,2.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2745,Kechaun Bennett,6.0,20.0,89.67,Michigan,19.0,2.0,77.0,241.0,574.0,68000.0,1693.0,1400.0,293.0,1693.0,football,2021.0,26.0,2.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2747,Tavierre Dunlap,6.0,20.272727272727273,89.28,Michigan,1.0,9.0,72.0,222.0,1131.0,67000.0,2823.0,2800.0,23.0,2823.0,football,2021.0,26.0,2.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2749,Rod Moore,6.0,20.0,88.17,Michigan,25.0,4.0,72.0,173.0,169.0,167000.0,7235.0,6300.0,935.0,7235.0,football,2021.0,26.0,2.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2750,Tyler McLaurin,6.0,20.272727272727273,88.07,Michigan,16.0,2.0,75.0,237.0,220.0,66000.0,2484.0,2400.0,84.0,2484.0,football,2021.0,26.0,2.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2751,Andrel Anthony,6.0,21.0,87.77,Michigan,25.0,3.0,74.0,185.0,45.0,141000.0,141900.0,18900.0,123000.0,141900.0,football,2021.0,26.0,2.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2752,Ja'Den McBurrows,6.0,20.0,87.47,Michigan,25.0,7.0,71.0,197.0,1135.0,74000.0,2972.0,2700.0,272.0,2972.0,football,2021.0,26.0,2.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2754,TJ Guy,6.0,20.272727272727273,84.13,Michigan,8.0,2.0,77.0,251.0,647.0,69000.0,3004.0,2800.0,204.0,3004.0,football,2021.0,26.0,2.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2755,Tommy Doman,6.0,20.272727272727273,81.8,Michigan,1.0,13.0,77.0,190.0,31.0,60000.0,8200.0,2300.0,5900.0,8200.0,football,2021.0,26.0,2.1726027397260275,Michigan,1.0,131403198.0,52408534.0
2757,Bryce Underwood,0.0,16.0,98.79,Michigan,25.0,1.0,75.0,210.0,20.0,436000.0,6600.0,6600.0,0.0,6600.0,football,2025.0,0.0,0.0,Michigan,1.0,131403198.0,52408534.0
2758,Alex Graham,0.0,16.0,93.58,Michigan,25.0,15.0,72.0,170.0,41.0,73000.0,1500.0,1500.0,0.0,1500.0,football,2025.0,0.0,0.0,Michigan,1.0,131403198.0,52408534.0
2759,Chris Ewald,0.0,16.0,92.67,Michigan,24.0,7.0,71.0,161.0,1142.0,73000.0,2000.0,2000.0,0.0,2000.0,football,2025.0,0.0,0.0,Michigan,1.0,131403198.0,52408534.0
2760,Husan Longstreet,0.0,16.0,92.42,Michigan,25.0,1.0,74.0,185.0,1907.0,161000.0,859.0,859.0,0.0,859.0,football,2025.0,0.0,0.0,Michigan,1.0,131403198.0,52408534.0
2770,Jordan Marshall,0.0,17.0,94.39,Michigan,25.0,9.0,70.5,200.0,221.0,137000.0,4800.0,4800.0,0.0,4800.0,football,2024.0,0.0,0.0,Michigan,1.0,131403198.0,52408534.0
2771,Jadyn Davis,0.0,17.0,93.83,Michigan,25.0,1.0,72.5,190.0,513.0,388000.0,17600.0,14400.0,3200.0,17600.0,football,2024.0,0.0,0.0,Michigan,1.0,131403198.0,52408534.0
2772,Brady Prieskorn,0.0,17.0,93.59,Michigan,25.0,11.0,77.5,225.0,48.0,119000.0,2632.0,2500.0,132.0,2632.0,football,2024.0,0.0,0.0,Michigan,1.0,131403198.0,52408534.0
2773,Andrew Sprague,0.0,17.0,92.78,Michigan,25.0,6.0,80.0,295.0,603.0,105000.0,3300.0,3300.0,0.0,3300.0,football,2024.0,0.0,0.0,Michigan,1.0,131403198.0,52408534.0
2774,Blake Frazier,0.0,17.0,92.01,Michigan,25.0,6.0,77.5,270.0,1131.0,86000.0,6000.0,3900.0,2100.0,6000.0,football,2024.0,0.0,0.0,Michigan,1.0,131403198.0,52408534.0
2775,Hogan Hansen,0.0,17.0,91.47,Michigan,19.0,11.0,77.0,230.0,1892.0,83000.0,1799.0,1500.0,299.0,1799.0,football,2024.0,0.0,0.0,Michigan,1.0,131403198.0,52408534.0
2776,Jacob Oden,0.0,17.0,91.36,Michigan,25.0,4.0,72.5,185.0,49.0,86000.0,4432.0,4200.0,232.0,4432.0,football,2024.0,0.0,0.0,Michigan,1.0,131403198.0,52408534.0
2777,Mason Curtis,0.0,17.0,90.39,Michigan,21.0,8.0,76.0,190.0,450.0,63000.0,1500.0,1500.0,0.0,1500.0,football,2024.0,0.0,0.0,Michigan,1.0,131403198.0,52408534.0
2778,Jeremiah Beasley,0.0,17.0,90.12,Michigan,25.0,8.0,72.5,210.0,20.0,63000.0,2000.0,2000.0,0.0,2000.0,football,2024.0,0.0,0.0,Michigan,1.0,131403198.0,52408534.0
2779,I'marion Stewart,0.0,17.0,89.9,Michigan,25.0,3.0,70.0,180.0,195.0,71000.0,6900.0,4300.0,2600.0,6900.0,football,2024.0,0.0,0.0,Michigan,1.0,131403198.0,52408534.0
2795,CJ Sadler,0.0,15.0,91.92,Michigan,16.0,3.0,70.0,170.0,41.0,72000.0,1700.0,1700.0,0.0,1700.0,football,2026.0,0.0,0.0,Michigan,1.0,131403198.0,52408534.0
2796,Chris Culliver,2.0,18.0,93.51,North Carolina,21.0,3.0,74.0,180.0,122.0,119000.0,7200.0,3000.0,4200.0,7200.0,football,2023.0,2.0,0.1726027397260274,North Carolina,1.0,55604225.0,34398323.0
2797,Jaybron Harvey,2.0,18.282809611829943,90.56,North Carolina,25.0,2.0,74.5,215.0,8.0,62000.0,2144.0,1700.0,444.0,2144.0,football,2023.0,2.0,0.1726027397260274,North Carolina,1.0,55604225.0,34398323.0
2821,Omarion Hampton,4.0,20.0,93.38,North Carolina,21.0,9.0,72.0,215.0,41.0,713000.0,3300.0,3300.0,0.0,3300.0,football,2022.0,14.0,1.1726027397260275,North Carolina,1.0,55604225.0,34398323.0
2834,Drake Maye,3.0,21.0,96.11,North Carolina,17.0,1.0,77.0,210.0,113.0,1500000.0,17700.0,17700.0,0.0,17700.0,football,2021.0,26.0,2.1726027397260275,North Carolina,1.0,55604225.0,34398323.0
2837,Power Echols,6.0,20.0,92.6,North Carolina,1.0,8.0,71.5,220.0,113.0,193000.0,2459.0,2400.0,59.0,2459.0,football,2021.0,26.0,2.1726027397260275,North Carolina,1.0,55604225.0,34398323.0
2843,Bryson Nesbit,6.0,21.0,90.64,North Carolina,25.0,11.0,78.0,235.0,113.0,105000.0,1528.0,1300.0,228.0,1528.0,football,2021.0,26.0,2.1726027397260275,North Carolina,1.0,55604225.0,34398323.0
2852,Antwann Hill,0.0,16.0,92.95,North Carolina,25.0,1.0,76.5,205.0,351.0,243000.0,3600.0,3600.0,0.0,3600.0,football,2025.0,0.0,0.0,North Carolina,1.0,55604225.0,34398323.0
2860,Malcolm Ziglar,0.0,17.0,91.98,North Carolina,25.0,4.0,73.5,195.0,31.0,83000.0,7900.0,1600.0,6300.0,7900.0,football,2024.0,0.0,0.0,North Carolina,1.0,55604225.0,34398323.0
2886,Samari Matthews,0.0,15.0,92.38,North Carolina,20.0,7.0,72.0,172.0,109.0,86000.0,1400.0,1400.0,0.0,1400.0,football,2026.0,0.0,0.0,North Carolina,1.0,55604225.0,34398323.0
2887,Jaylon Braxton,2.0,18.0,93.44,Arkansas,25.0,7.0,71.5,165.0,254.0,129000.0,5600.0,4300.0,1300.0,5600.0,football,2023.0,2.0,0.1726027397260274,Arkansas,1.0,84562640.0,45994950.0
2888,Shamar Easter,2.0,18.0,92.3,Arkansas,12.0,11.0,77.0,215.0,158.0,88000.0,3300.0,2100.0,1200.0,3300.0,football,2023.0,2.0,0.1726027397260274,Arkansas,1.0,84562640.0,45994950.0
2889,Luke Hasz,2.0,19.0,91.93,Arkansas,25.0,11.0,74.5,240.0,106.0,99000.0,9340.0,8600.0,740.0,9340.0,football,2023.0,2.0,0.1726027397260274,Arkansas,1.0,84562640.0,45994950.0
2890,Isaiah Augustave,2.0,18.282809611829943,90.45,Arkansas,7.0,9.0,74.0,193.0,989.0,66000.0,1500.0,1500.0,0.0,1500.0,football,2023.0,2.0,0.1726027397260274,Arkansas,1.0,84562640.0,45994950.0
2892,Malachi Singleton,2.0,19.0,89.5,Arkansas,15.0,1.0,72.5,220.0,547.0,71000.0,5682.0,5400.0,282.0,5682.0,football,2023.0,2.0,0.1726027397260274,Arkansas,1.0,84562640.0,45994950.0
2910,Isaiah Sategna,1.0,20.0,93.44,Arkansas,25.0,3.0,70.5,161.0,0.0,60000.0,8201.0,8200.0,1.0,8201.0,football,2022.0,14.0,1.1726027397260275,Arkansas,1.0,84562640.0,45994950.0
2914,Noah Thomas,4.0,19.0,89.28,Arkansas,18.0,3.0,77.0,180.0,106.0,177000.0,81800.0,3800.0,78000.0,81800.0,football,2022.0,14.0,1.1726027397260275,Arkansas,1.0,84562640.0,45994950.0
2915,Jaden Harris,1.0,21.40861466821886,88.76,Arkansas,14.0,7.0,71.0,180.0,606.0,77000.0,10200.0,3200.0,7000.0,10200.0,football,2022.0,14.0,1.1726027397260275,Arkansas,1.0,84562640.0,45994950.0
2916,Marlin Klein,4.0,21.0,88.55,Arkansas,22.0,11.0,78.0,215.0,506.0,69000.0,2500.0,2500.0,0.0,2500.0,football,2022.0,14.0,1.1726027397260275,Arkansas,1.0,84562640.0,45994950.0
2930,AJ Green,6.0,20.0,92.92,Arkansas,15.0,9.0,71.0,194.0,113.0,64000.0,7700.0,7700.0,0.0,7700.0,football,2021.0,26.0,2.1726027397260275,Arkansas,1.0,84562640.0,45994950.0
2932,Raheim Sanders,6.0,21.0,90.24,Arkansas,25.0,9.0,74.0,210.0,936.0,202000.0,11075.0,11000.0,75.0,11075.0,football,2021.0,26.0,2.1726027397260275,Arkansas,1.0,84562640.0,45994950.0
2957,Charleston Collins,0.0,17.0,93.78,Arkansas,25.0,5.0,76.0,250.0,169.0,112000.0,3272.0,2700.0,572.0,3272.0,football,2024.0,0.0,0.0,Arkansas,1.0,84562640.0,45994950.0
2958,Selman Bridges,0.0,17.0,93.5,Arkansas,24.0,7.0,75.0,160.0,386.0,116000.0,4000.0,1800.0,2200.0,4000.0,football,2024.0,0.0,0.0,Arkansas,1.0,84562640.0,45994950.0
2959,Courtney Crutchfield,0.0,17.0,92.82,Arkansas,16.0,3.0,72.5,170.0,169.0,104000.0,2180.0,2100.0,80.0,2180.0,football,2024.0,0.0,0.0,Arkansas,1.0,84562640.0,45994950.0
2960,Ashton Bethel-Roman,0.0,17.0,92.35,Arkansas,20.0,3.0,72.5,160.0,453.0,95000.0,1100.0,1100.0,0.0,1100.0,football,2024.0,0.0,0.0,Arkansas,1.0,84562640.0,45994950.0
2961,Kavion Henderson,0.0,17.0,90.71,Arkansas,25.0,5.0,73.5,250.0,454.0,79000.0,9400.0,3900.0,5500.0,9400.0,football,2024.0,0.0,0.0,Arkansas,1.0,84562640.0,45994950.0
2979,TJ Capers,2.0,17.0,93.27,Louisville,19.0,8.0,73.5,230.0,917.0,138000.0,5565.0,5100.0,465.0,5565.0,football,2023.0,2.0,0.1726027397260274,Louisville,1.0,34994931.0,34994931.0
2980,Adonijah Green,2.0,18.282809611829943,92.24,Louisville,14.0,2.0,77.5,206.0,330.0,92000.0,2400.0,2400.0,0.0,2400.0,football,2023.0,2.0,0.1726027397260274,Louisville,1.0,34994931.0,34994931.0
2981,Aaron Williams,2.0,18.282809611829943,92.19,Louisville,25.0,7.0,72.0,180.0,1791.0,112000.0,4250.0,4100.0,150.0,4250.0,football,2023.0,2.0,0.1726027397260274,Louisville,1.0,34994931.0,34994931.0
2984,Stanquan Clark,2.0,18.0,89.75,Louisville,19.0,8.0,73.0,210.0,917.0,60000.0,1160.0,1100.0,60.0,1160.0,football,2023.0,2.0,0.1726027397260274,Louisville,1.0,34994931.0,34994931.0
2985,Pierce Clarkson,2.0,19.0,89.28,Louisville,25.0,1.0,71.5,183.0,1824.0,97000.0,24700.0,13500.0,11200.0,24700.0,football,2023.0,2.0,0.1726027397260274,Louisville,1.0,34994931.0,34994931.0
3001,Mason Taylor,4.0,19.0,87.33,Louisville,16.0,11.0,76.5,230.0,735.0,93000.0,3000.0,3000.0,0.0,3000.0,football,2022.0,14.0,1.1726027397260275,Louisville,1.0,34994931.0,34994931.0
3011,Benjamin Perry,3.0,20.0,90.18,Louisville,25.0,4.0,75.0,190.0,270.0,61000.0,2118.0,2000.0,118.0,2118.0,football,2021.0,26.0,2.1726027397260275,Louisville,1.0,34994931.0,34994931.0
3015,Ahmari Huggins-Bruce,6.0,20.0,87.4,Louisville,25.0,3.0,70.0,163.0,443.0,66000.0,4350.0,4300.0,50.0,4350.0,football,2021.0,26.0,2.1726027397260275,Louisville,1.0,34994931.0,34994931.0
3025,Caleb Banks,3.0,20.272727272727273,84.1,Louisville,25.0,5.0,78.0,320.0,319.0,93000.0,2200.0,2200.0,0.0,2200.0,football,2021.0,26.0,2.1726027397260275,Louisville,1.0,34994931.0,34994931.0
3029,Ashton Gillotte,6.0,20.272727272727273,83.28,Louisville,14.0,2.0,76.0,220.0,883.0,138000.0,2368.0,2200.0,168.0,2368.0,football,2021.0,26.0,2.1726027397260275,Louisville,1.0,34994931.0,34994931.0
3030,Jaylin Alderman,6.0,20.272727272727273,82.83,Louisville,16.0,8.0,73.0,215.0,536.0,61000.0,1031.0,974.0,57.0,1031.0,football,2021.0,26.0,2.1726027397260275,Louisville,1.0,34994931.0,34994931.0
3032,Tarrion Grant,0.0,16.0,93.57,Louisville,18.0,7.0,76.0,175.0,174.0,71000.0,916.0,916.0,0.0,916.0,football,2025.0,0.0,0.0,Louisville,1.0,34994931.0,34994931.0
3057,JJ Kohl,2.0,18.282809611829943,92.89,Iowa State,17.0,1.0,79.0,231.0,21.0,181000.0,3800.0,3800.0,0.0,3800.0,football,2023.0,2.0,0.1726027397260274,Iowa State,1.0,55861324.0,28615043.0
3082,Rodney Hill,1.0,20.0,88.22,Iowa State,24.0,9.0,70.0,179.0,196.0,116000.0,3700.0,3700.0,0.0,3700.0,football,2022.0,14.0,1.1726027397260275,Iowa State,1.0,55861324.0,28615043.0
3084,Landon Ibieta,1.0,21.40861466821886,88.03,Iowa State,11.0,3.0,71.0,185.0,67.0,82000.0,3371.0,3000.0,371.0,3371.0,football,2022.0,14.0,1.1726027397260275,Iowa State,1.0,55861324.0,28615043.0
3086,Myles Pollard,4.0,19.0,87.55,Iowa State,25.0,7.0,74.0,185.0,460.0,73000.0,9200.0,5100.0,4100.0,9200.0,football,2022.0,14.0,1.1726027397260275,Iowa State,1.0,55861324.0,28615043.0
3114,Tyler Onyedim,3.0,20.272727272727273,82.23,Iowa State,19.0,5.0,75.0,277.0,873.0,104000.0,1200.0,1200.0,0.0,1200.0,football,2021.0,26.0,2.1726027397260275,Iowa State,1.0,55861324.0,28615043.0
3138,Isaac Smith,2.0,18.0,92.86,Mississippi State,25.0,4.0,73.0,190.0,66.0,105000.0,5813.0,5000.0,813.0,5813.0,football,2023.0,2.0,0.1726027397260274,Mississippi State,1.0,40683223.0,29101940.0
3141,Chris Parson,2.0,19.0,89.3,Mississippi State,21.0,1.0,71.0,208.0,212.0,74000.0,11274.0,11200.0,74.0,11274.0,football,2023.0,2.0,0.1726027397260274,Mississippi State,1.0,40683223.0,29101940.0
3177,Avery Henry,4.0,21.40861466821886,86.4,Mississippi State,3.0,6.0,78.0,325.0,111.0,83000.0,3500.0,3500.0,0.0,3500.0,football,2022.0,14.0,1.1726027397260275,Mississippi State,1.0,40683223.0,29101940.0
3194,Rara Thomas,6.0,20.272727272727273,85.63,Mississippi State,10.0,3.0,73.0,185.0,235.0,89000.0,5800.0,4200.0,1600.0,5800.0,football,2021.0,26.0,2.1726027397260275,Mississippi State,1.0,40683223.0,29101940.0
3207,JJ Harrell,0.0,17.0,91.84,Mississippi State,25.0,3.0,72.0,185.0,92.0,97000.0,7236.0,6500.0,736.0,7236.0,football,2024.0,0.0,0.0,Mississippi State,1.0,40683223.0,29101940.0
3208,Jimothy Lewis,0.0,17.0,91.13,Mississippi State,22.0,10.0,77.0,300.0,98.0,65000.0,2265.0,1800.0,465.0,2265.0,football,2024.0,0.0,0.0,Mississippi State,1.0,40683223.0,29101940.0
3209,Braylon Burnside,0.0,17.0,90.7,Mississippi State,20.0,3.0,72.5,195.0,0.0,62000.0,4497.0,4200.0,297.0,4497.0,football,2024.0,0.0,0.0,Mississippi State,1.0,40683223.0,29101940.0
3224,Aidan Chiles,2.0,18.282809611829943,92.76,Oregon State,10.0,1.0,76.0,195.0,787.0,154000.0,2700.0,2700.0,0.0,2700.0,football,2023.0,2.0,0.1726027397260274,Oregon State,1.0,38210675.0,22268492.0
3225,Kelze Howard,2.0,18.282809611829943,91.21,Oregon State,15.0,5.0,75.5,248.0,724.0,60000.0,1128.0,1100.0,28.0,1128.0,football,2023.0,2.0,0.1726027397260274,Oregon State,1.0,38210675.0,22268492.0
3283,Jordan Bass,2.0,18.282809611829943,92.69,Pittsburgh,20.0,8.0,76.0,205.0,307.0,78000.0,1300.0,1300.0,0.0,1300.0,football,2023.0,2.0,0.1726027397260274,Pittsburgh,1.0,47178220.0,39232335.0
3333,Gavin Bartholomew,6.0,20.272727272727273,82.57,Pittsburgh,15.0,11.0,77.0,248.0,196.0,129000.0,1200.0,1000.0,200.0,1200.0,football,2021.0,26.0,2.1726027397260275,Pittsburgh,1.0,47178220.0,39232335.0
3361,Mikal Harrison-Pilot,2.0,18.0,92.23,Houston,25.0,3.0,71.0,194.0,144.0,98000.0,55000.0,5000.0,50000.0,55000.0,football,2023.0,2.0,0.1726027397260274,Houston,1.0,20447060.0,20447060.0
